MEANS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	6371071.22	6360396.11	6359880.56	6364797.00	6368497.22	6366099.89	6368807.89	6366954.89	6368426.67	6363731.78	6366558.56	6368963.44
10	6281753.89	6278448.44	6279425.22	6280124.11	6281444.11	6283951.44	6283479.22	6283035.89	6289529.44	6322240.00	6320311.89	6310367.78
100	6163805.89	6157419.56	6151803.44	6147772.11	6138493.89	6138791.56	6120879.67	6117170.00	6106093.11	6257599.78	6238180.33	6237241.22
1000	6076781.33	6077720.44	6072063.67	6074284.33	6063524.78	6053301.33	6041965.44	6038426.56	6028456.11	6200447.89	6184551.00	6173091.22

STDEVS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	49022.02	44913.51	49292.92	47476.10	49460.25	53027.38	44001.63	48306.30	45819.29	53243.20	52440.57	46766.16
10	51272.05	49241.32	46102.42	52777.03	47317.86	52220.25	44489.96	47406.50	44953.12	51155.36	47443.20	43890.04
100	51705.90	51922.56	45126.57	49907.14	45465.00	41711.44	46906.90	46051.81	52031.73	46961.17	50907.63	44053.83
1000	45284.11	52855.74	43163.92	49933.68	42069.06	43466.18	41754.38	57079.40	51437.00	45027.08	48443.45	47036.24
