Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6352588	6360282	6365863	6371071	6363713	6364320	6357899	6368879	6375986	6366030	6365575	6360755
1000	10	6295514	6291738	6293872	6305906	6305592	6301860	6297596	6305109	6311855	6335268	6328473	6323798
1000	100	6210532	6206304	6209431	6193996	6184631	6190180	6167979	6174954	6138249	6277704	6292077	6275431
1000	1000	6123199	6116886	6113340	6110841	6107507	6101928	6064415	6064182	6047633	6212987	6220037	6212884
1001	1	6293458	6277127	6297772	6281523	6280472	6289678	6294956	6290412	6274573	6272649	6296678	6284788
1001	10	6229588	6225943	6226733	6222308	6218048	6223922	6229209	6228911	6215314	6228568	6247062	6252986
1001	100	6136985	6135542	6120762	6110527	6105273	6091737	6097151	6106694	6072426	6200128	6191045	6194447
1001	1000	6047333	6050183	6057910	6023345	6027589	6009700	6013400	5999520	5982120	6136841	6136315	6121620
1002	1	6400186	6398324	6403462	6386395	6371310	6391043	6392532	6411212	6398465	6393555	6408051	6382157
1002	10	6329756	6341313	6341115	6321516	6316174	6333795	6315272	6342480	6334075	6363456	6353160	6356743
1002	100	6229741	6236544	6240484	6217026	6231292	6215584	6193693	6195445	6171127	6298970	6301906	6291944
1002	1000	6162639	6135107	6164546	6152294	6145754	6137827	6112007	6122143	6089630	6227928	6248018	6247766
1003	1	6329429	6323329	6316860	6325139	6330567	6312493	6310013	6336953	6315136	6326093	6342691	6325623
1003	10	6267115	6238320	6249488	6267075	6265525	6256072	6255099	6264106	6250854	6287492	6298512	6291394
1003	100	6160983	6160064	6150521	6151303	6148675	6149658	6122825	6108006	6111392	6231904	6217543	6250673
1003	1000	6095040	6082938	6068593	6055671	6079480	6074638	6044666	6043931	6023985	6183542	6144849	6201385
1004	1	6443451	6447244	6446870	6436748	6454814	6455306	6442320	6449071	6459301	6431947	6447648	6430498
1004	10	6381727	6385539	6380116	6376758	6380531	6398640	6392235	6388895	6402406	6412426	6425473	6421551
1004	100	6300464	6279189	6281226	6269997	6298216	6273964	6259861	6243958	6222743	6344740	6352854	6371939
1004	1000	6211476	6205700	6208068	6206822	6174185	6209148	6157895	6156129	6137408	6302340	6296815	6293187
1005	1	6403169	6388297	6411390	6404657	6408304	6399678	6398441	6399087	6399839	6403048	6413271	6406987
1005	10	6346327	6321232	6339449	6327354	6328836	6331061	6343747	6339485	6337533	6369153	6345978	6366580
1005	100	6249322	6221629	6223392	6224721	6221689	6210673	6206707	6200127	6163501	6310496	6299946	6314805
1005	1000	6168416	6150850	6146185	6161986	6139115	6147239	6140803	6097154	6093203	6256805	6251219	6245471
1006	1	6321441	6345354	6359082	6358889	6335251	6348789	6330854	6361484	6359958	6349938	6350170	6360071
1006	10	6260821	6287257	6297059	6289467	6282025	6280130	6278152	6306812	6300053	6320267	6304802	6313150
1006	100	6202189	6189964	6208507	6175934	6176557	6172084	6173137	6128273	6139158	6270353	6249581	6236519
1006	1000	6143850	6110316	6113669	6105689	6091670	6087550	6071039	6064498	6042146	6210903	6180040	6204538
1007	1	6368312	6381991	6379713	6365502	6373042	6382842	6382004	6387765	6374254	6377739	6376140	6381744
1007	10	6310534	6316613	6309582	6309425	6303821	6318577	6317839	6317438	6310185	6341653	6348091	6342720
1007	100	6206493	6235177	6205600	6193844	6203740	6194400	6196342	6174929	6161573	6308941	6301814	6289553
1007	1000	6138925	6140363	6128532	6125346	6130904	6114675	6084995	6095016	6064984	6246570	6226409	6232536
1008	1	6386885	6404648	6403550	6387120	6381326	6393768	6396385	6400187	6398157	6375915	6383330	6386949
1008	10	6317086	6315087	6333759	6332560	6322255	6331671	6323636	6335726	6331823	6347268	6345186	6358329
1008	100	6231725	6223153	6215547	6233621	6203964	6222805	6213741	6200698	6175400	6303174	6313616	6284420
1008	1000	6157648	6146849	6137216	6151391	6122507	6129128	6117476	6109096	6079579	6257487	6247927	6224074
1009	1	6368471	6360190	6351940	6359619	6365937	6370533	6364471	6358726	6353112	6352555	6356656	6357847
1009	10	6308178	6304363	6302448	6289634	6308119	6295650	6316532	6295940	6294591	6340187	6316884	6325102
1009	100	6217276	6218331	6199544	6192166	6194445	6178894	6175460	6170561	6156774	6281141	6271066	6283016
1009	1000	6128439	6127463	6125500	6117044	6114352	6097034	6090971	6070583	6050921	6223022	6193618	6214626
