Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6368921	6369606	6364692	6366306	6343708	6370386	6366795	6382098	6371971	6364356	6358866	6370177
1000	10	6330448	6332234	6321931	6315255	6293872	6303811	6323071	6322552	6333861	6350432	6344107	6338202
1000	100	6238884	6238295	6231829	6241249	6243663	6222348	6211773	6216088	6216255	6300691	6298651	6307344
1000	1000	6169330	6165080	6158321	6168114	6156630	6137763	6119058	6122855	6097810	6231775	6243159	6247834
1001	1	6301897	6277820	6303727	6300083	6285653	6295440	6302448	6297348	6296283	6293092	6300181	6287585
1001	10	6261864	6239229	6253931	6240047	6239061	6250211	6249874	6239163	6251920	6272678	6277428	6256423
1001	100	6176848	6180077	6156496	6158295	6156098	6145968	6127866	6128032	6126463	6223534	6227247	6245199
1001	1000	6102884	6086566	6084196	6083284	6067893	6067393	6028819	6035269	6020149	6177104	6160411	6165069
1002	1	6407763	6406165	6403912	6399402	6403202	6399029	6400686	6405242	6384978	6380924	6390006	6402888
1002	10	6354791	6354429	6353810	6345795	6354408	6359182	6357925	6359358	6346171	6357637	6389529	6374451
1002	100	6291859	6292692	6286131	6248973	6260626	6262358	6250264	6246676	6239031	6346987	6344105	6323858
1002	1000	6203553	6187359	6188321	6184627	6159420	6166659	6139765	6146795	6129264	6288734	6260453	6233863
1003	1	6326023	6337311	6303509	6332465	6336107	6322121	6324218	6330360	6330086	6333818	6337416	6334977
1003	10	6279196	6292065	6264251	6281642	6292946	6288091	6288882	6294173	6291013	6303227	6301229	6291769
1003	100	6213841	6203370	6193801	6187259	6189787	6180751	6183223	6172718	6171845	6261714	6257689	6267766
1003	1000	6146115	6131879	6116055	6116923	6106482	6084537	6086900	6075450	6068333	6212199	6194353	6213775
1004	1	6440208	6457627	6455155	6453069	6441768	6454878	6465308	6458980	6457388	6441896	6453044	6434412
1004	10	6393189	6411975	6410319	6409052	6396500	6408228	6406119	6409023	6411917	6430491	6425893	6408422
1004	100	6330376	6340740	6324075	6312933	6320196	6300432	6298293	6289739	6279752	6382757	6397107	6383572
1004	1000	6254495	6252165	6251853	6220427	6238918	6221635	6203871	6188637	6183715	6338534	6322523	6295026
1005	1	6400384	6407217	6412867	6409507	6413264	6405911	6413521	6403328	6404771	6412690	6390969	6415641
1005	10	6372925	6363858	6362432	6368258	6371756	6370327	6371172	6352287	6364798	6390629	6379756	6381052
1005	100	6288604	6274959	6280073	6264099	6279305	6267635	6258835	6235262	6234573	6332391	6344990	6344062
1005	1000	6202291	6181748	6186296	6192601	6199267	6168153	6161545	6151831	6110665	6294461	6289145	6288719
1006	1	6348598	6351627	6354942	6359963	6340268	6349105	6346445	6353965	6359323	6341454	6352525	6359157
1006	10	6314132	6301443	6315727	6308677	6307634	6310117	6301806	6302253	6320133	6315424	6306272	6335613
1006	100	6220149	6227520	6236724	6228264	6224299	6216320	6208940	6201818	6190541	6289816	6281135	6286708
1006	1000	6142969	6135005	6150301	6157380	6131742	6128354	6107123	6104891	6088176	6238226	6229250	6217428
1007	1	6396063	6383738	6385774	6389251	6381849	6382402	6391760	6391882	6369322	6380882	6378106	6385786
1007	10	6343149	6326686	6336371	6338137	6345938	6333396	6342219	6346585	6338717	6346620	6355093	6366018
1007	100	6249179	6256174	6239113	6262848	6261641	6230344	6241240	6209986	6223962	6322120	6309609	6345304
1007	1000	6183304	6182805	6186911	6167704	6158369	6152317	6136090	6109088	6107293	6271142	6246546	6275406
1008	1	6400191	6400215	6392192	6392701	6401368	6400410	6400426	6393853	6389069	6395077	6401713	6376571
1008	10	6354133	6356679	6348067	6354592	6352594	6357069	6346503	6354319	6348597	6367908	6386821	6346722
1008	100	6279137	6283715	6272934	6263373	6247366	6251140	6246740	6223780	6221768	6327400	6322691	6321345
1008	1000	6209535	6182668	6175081	6171719	6184274	6151581	6144260	6137972	6126100	6283233	6260007	6254371
1009	1	6362940	6380802	6373502	6367459	6377039	6353004	6362418	6367009	6373958	6374673	6366420	6348082
1009	10	6318811	6344449	6331549	6309679	6324115	6306478	6320072	6327101	6333230	6335836	6354498	6341725
1009	100	6263118	6254516	6232220	6226813	6221301	6218284	6213743	6225169	6202924	6277195	6307815	6314185
1009	1000	6180975	6181716	6133053	6161503	6120658	6136073	6120632	6133261	6106065	6239105	6241007	6250648
