MEANS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	6374842.78	6370773.44	6368473.56	6381026.33	6376714.67	6373092.78	6378360.56	6380440.00	6368982.78	6370509.11	6376493.11	6370870.00
10	6324114.22	6320303.22	6319967.22	6328148.56	6325706.44	6317205.00	6328928.11	6329386.78	6323602.78	6338689.00	6344512.11	6346967.00
100	6241317.56	6241243.67	6237929.44	6230326.67	6220813.89	6216947.78	6209923.67	6194799.00	6192889.78	6298612.78	6305860.56	6297608.33
1000	6164169.67	6159415.67	6152839.56	6140218.11	6142312.67	6138377.89	6123889.44	6111084.56	6089777.89	6243945.33	6239819.33	6230799.22

STDEVS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	49857.70	46003.71	47423.33	51129.32	48782.12	49821.03	48593.18	46407.81	49012.54	47921.26	47279.87	46483.73
10	50792.02	46221.76	45754.48	47507.24	48380.26	50138.21	43652.62	49592.33	48561.41	50150.84	46612.15	49300.13
100	54045.26	53503.44	47609.33	46914.79	42705.28	51544.42	49110.19	43535.06	42524.08	49335.74	45613.55	57554.33
1000	51177.53	53597.19	50995.24	43482.40	50924.35	43857.21	51730.84	47184.65	46910.92	43863.14	46127.00	55109.38
