Instance	Evaluations	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
19	100	6332670	6338512	6338568	6333309	6354224	6327378	6319690	6363890	6373888	6369549
19	1000	6273038	6265379	6283647	6251142	6223625	6218591	6209514	6350405	6321341	6338189
19	10000	6171241	6176931	6157778	6162528	6145913	6141125	6122885	6308282	6265850	6260579
19	100000	6115043	6120045	6109904	6103828	6094905	6086774	6052625	6227046	6228408	6219006
19	1000000	6069223	6067602	6061575	6056446	6036889	6033189	6020303	6197887	6185945	6189460
20	100	6305449	6281245	6277111	6262484	6283190	6275937	6263741	6336010	6322943	6346573
20	1000	6216621	6207670	6211511	6206751	6192566	6182066	6184928	6288230	6272690	6284582
20	10000	6115433	6118498	6136438	6125340	6102339	6098871	6081624	6253440	6225858	6218459
20	100000	6054106	6059635	6064620	6049186	6019624	6019915	6001623	6179649	6169966	6164855
20	1000000	6022983	6021353	5999094	5987557	6007865	5984748	5984895	6150984	6131535	6123375
21	100	6414943	6405072	6405215	6406765	6389918	6371234	6375950	6459399	6432318	6433495
21	1000	6332157	6335513	6314196	6313550	6312949	6337335	6309963	6407749	6408252	6394558
21	10000	6244765	6259687	6249932	6218264	6231414	6233221	6175014	6340930	6357520	6337047
21	100000	6189867	6188836	6173660	6170303	6145189	6145101	6130643	6303462	6268207	6292982
21	1000000	6128919	6126654	6146203	6123106	6108615	6099463	6101780	6256104	6246180	6229314
22	100	6342977	6359472	6359055	6352581	6354230	6345967	6371272	6392201	6413538	6410177
22	1000	6299762	6270074	6278142	6298806	6277751	6262073	6280843	6374928	6352450	6336554
22	10000	6207889	6205631	6180765	6191908	6174801	6157119	6144850	6288369	6289956	6272812
22	100000	6137378	6140895	6096241	6108205	6095980	6090065	6080492	6257841	6223604	6231295
22	1000000	6090925	6088937	6094320	6078340	6079654	6060670	6054355	6219330	6199227	6202457
23	100	6288945	6261187	6268572	6305383	6308882	6253854	6290733	6315457	6325722	6303698
23	1000	6176341	6184390	6169840	6197921	6189658	6159872	6183481	6291843	6281515	6275671
23	10000	6116851	6102292	6101687	6105004	6092105	6071765	6076246	6243854	6201628	6208087
23	100000	6060635	6039049	6046538	6017905	6030070	6004000	5999462	6168377	6148798	6130908
23	1000000	6006791	6014042	5991414	5980056	5961394	5975677	5949907	6134573	6110303	6101643
24	100	6426663	6433955	6407070	6395318	6404676	6422261	6417904	6450224	6454638	6447230
24	1000	6331731	6341096	6343943	6323529	6331797	6320110	6285643	6412906	6386069	6417386
24	10000	6276384	6236643	6241643	6237420	6211715	6212624	6187455	6350524	6372474	6334846
24	100000	6199172	6201989	6183528	6173263	6166333	6146369	6131793	6282528	6301966	6253982
24	1000000	6152040	6156127	6115662	6127444	6094603	6106076	6090953	6265978	6250197	6231077
25	100	6326023	6322380	6307646	6282582	6314726	6280612	6296438	6349380	6352340	6330175
25	1000	6228939	6243426	6216040	6236492	6250083	6196314	6186627	6331862	6309774	6323802
25	10000	6156475	6168709	6149749	6126910	6130257	6116584	6107040	6249027	6235016	6244255
25	100000	6089849	6090265	6076719	6054773	6042052	6050322	6006276	6192259	6197949	6169719
25	1000000	6039769	6050177	6024160	6012879	6000684	6011429	5984688	6172043	6154797	6150140
26	100	6377312	6387962	6387076	6381040	6400975	6397694	6374474	6435993	6422152	6413701
26	1000	6317099	6310404	6308497	6307091	6299935	6281735	6274999	6391525	6380558	6393321
26	10000	6241347	6223473	6233320	6201832	6207791	6194327	6159439	6329878	6323054	6341574
26	100000	6166505	6134774	6142255	6163493	6115375	6125283	6101958	6279946	6271763	6244591
26	1000000	6118410	6115944	6105699	6093664	6095775	6091312	6077187	6247573	6224592	6221230
27	100	6377255	6340667	6361031	6339322	6330123	6344682	6320420	6387518	6355394	6380696
27	1000	6276026	6268799	6260084	6234818	6264667	6249582	6233644	6349330	6338831	6352725
27	10000	6179636	6179022	6168867	6151364	6133681	6127416	6122807	6272501	6287586	6257517
27	100000	6123486	6111080	6104537	6108153	6091678	6079722	6063294	6217096	6219940	6229321
27	1000000	6095283	6056629	6061820	6058251	6060537	6046313	6033776	6204030	6178994	6164105
28	100	6309567	6335786	6338783	6321590	6319559	6311415	6302944	6377774	6322218	6349924
28	1000	6251209	6237882	6227748	6226964	6211821	6218215	6198612	6307760	6298460	6326079
28	10000	6162349	6175370	6127404	6145828	6131375	6129524	6102319	6252163	6240576	6240634
28	100000	6088023	6073913	6090135	6078321	6050277	6057073	6033753	6205347	6185488	6199780
28	1000000	6062610	6048631	6039180	6029236	6006554	6006923	6003114	6172318	6172268	6128364
29	100	6286154	6300441	6308601	6299049	6300917	6313254	6304053	6345115	6343152	6323250
29	1000	6254667	6231705	6237915	6212489	6204716	6208247	6182997	6317896	6296169	6299129
29	10000	6161233	6152433	6118523	6147945	6135495	6121861	6096825	6268637	6234959	6222743
29	100000	6082885	6072041	6071220	6067587	6038316	6038741	6038403	6209756	6162799	6181832
29	1000000	6049759	6036975	6029181	6020782	6017481	5991667	5984280	6152463	6155972	6139540
30	100	6414300	6404403	6403741	6459986	6420083	6437128	6414337	6459165	6477366	6464471
30	1000	6362328	6356930	6349182	6320000	6323850	6328873	6313490	6428661	6423309	6453269
30	10000	6295401	6268698	6276592	6265511	6231402	6213907	6213438	6381613	6365455	6354024
30	100000	6203640	6233651	6184127	6201988	6198700	6177934	6151626	6327971	6299446	6292340
30	1000000	6165737	6142994	6157131	6134492	6131437	6126731	6107269	6292222	6266457	6254616
31	100	6332754	6291822	6283148	6272735	6301369	6298206	6267626	6320388	6326335	6316999
31	1000	6213553	6205720	6227386	6212941	6196399	6209104	6211937	6288567	6276912	6288391
31	10000	6134436	6101714	6093577	6118633	6121940	6093296	6065855	6242077	6228215	6219471
31	100000	6062708	6073086	6049865	6045200	6026933	6042571	6012232	6183605	6164148	6164904
31	1000000	6040281	6018678	6013333	5979205	5999132	5982225	5972323	6146493	6122235	6132204
32	100	6405367	6383261	6373115	6351861	6386728	6368066	6397693	6419659	6422422	6431888
32	1000	6310126	6302116	6302949	6298239	6286437	6280751	6287236	6397090	6374011	6354905
32	10000	6238161	6234909	6198183	6206916	6175500	6171314	6172716	6339209	6324712	6316592
32	100000	6175376	6167519	6148707	6138250	6126952	6130228	6099523	6273819	6276339	6286843
32	1000000	6131045	6116205	6106219	6109008	6079765	6081620	6059476	6237762	6218509	6209383
33	100	6352149	6358787	6379252	6352358	6321530	6330802	6298096	6379938	6395652	6399681
33	1000	6282790	6279940	6277350	6265572	6281196	6247757	6243413	6366764	6349101	6337806
33	10000	6205458	6188211	6184675	6180265	6179699	6150376	6134545	6301444	6291619	6281044
33	100000	6112561	6124923	6108710	6100788	6080206	6087232	6067370	6251506	6209639	6234442
33	1000000	6079965	6098686	6090273	6078751	6055438	6061343	6041123	6211821	6197105	6173782
34	100	6362517	6376446	6358609	6344473	6337198	6318904	6319770	6403323	6370481	6373986
34	1000	6300257	6283302	6283760	6286814	6253880	6257453	6247409	6384352	6346077	6361460
34	10000	6195735	6199657	6213719	6180403	6190074	6162970	6142895	6305350	6288554	6304113
34	100000	6125322	6122988	6148551	6102563	6111439	6106742	6080553	6256526	6241075	6223652
34	1000000	6100521	6087393	6067815	6073055	6049554	6050675	6028013	6230124	6181317	6211917
35	100	6311652	6358531	6334439	6324879	6311601	6358591	6309222	6364837	6366055	6348832
35	1000	6271722	6266773	6264827	6231803	6225545	6235013	6220085	6322345	6340496	6339858
35	10000	6174501	6178227	6175419	6156494	6141945	6133892	6103748	6300758	6243718	6268466
35	100000	6112038	6085793	6088797	6077495	6089074	6060931	6048244	6226261	6210782	6200906
35	1000000	6052445	6071110	6051185	6050627	6039838	6017716	6011718	6190062	6158017	6169230
36	100	6281681	6267418	6251262	6257685	6243033	6250773	6238700	6307927	6288979	6285847
36	1000	6182962	6176860	6197378	6195779	6152958	6160015	6142769	6255783	6251506	6249085
36	10000	6104741	6113828	6064259	6103406	6090850	6075353	6056374	6208222	6198746	6191427
36	100000	6043557	6033381	6004489	6025850	6009552	6001411	5980671	6163397	6125645	6137594
36	1000000	6002284	5995109	5990829	5979202	5970691	5963876	5946555	6112574	6090914	6089409
37	100	6242849	6236667	6256869	6304630	6273089	6226858	6241433	6297476	6295242	6280124
37	1000	6194174	6174645	6175951	6183014	6174994	6173437	6165031	6245757	6245575	6266161
37	10000	6113413	6101686	6066044	6064150	6070838	6055715	6055382	6214400	6199395	6194965
37	100000	6045238	6021405	6025914	6021896	6013228	5998221	5984438	6144299	6128839	6125765
37	1000000	5999455	5988553	5996149	5986056	5972182	5952975	5947724	6105182	6113299	6101141
38	100	6322549	6314391	6317477	6334587	6330226	6315215	6321289	6369975	6360735	6346431
38	1000	6232249	6273063	6250375	6245040	6230900	6194557	6237619	6333859	6319958	6308850
38	10000	6153778	6165618	6177541	6147131	6121723	6114807	6119680	6293804	6244989	6265675
38	100000	6106406	6096682	6106400	6072254	6087210	6068216	6057061	6227768	6198766	6203937
38	1000000	6059581	6050754	6041427	6040432	6039982	6020300	6000638	6182725	6184589	6166889
39	100	6315237	6311286	6322419	6314843	6327709	6327436	6321933	6386700	6380176	6374264
39	1000	6255136	6261341	6252637	6238450	6222618	6241401	6233457	6331700	6339831	6334734
39	10000	6149919	6168803	6172642	6148961	6157097	6123458	6101774	6290393	6279925	6286086
39	100000	6092797	6101263	6103128	6080859	6063766	6088146	6046862	6211508	6210453	6215129
39	1000000	6075128	6057944	6057323	6047946	6031338	6026133	6029347	6203733	6168308	6183160
40	100	6281196	6290527	6289455	6270940	6258370	6245986	6248663	6301967	6304155	6317219
40	1000	6201067	6215592	6208234	6173995	6179092	6171538	6158042	6283659	6284522	6263801
40	10000	6122640	6126859	6100071	6088451	6085205	6089782	6065750	6237359	6211189	6230304
40	100000	6051687	6048667	6018341	6045079	6018169	5994435	5979947	6192568	6159053	6136725
40	1000000	5994458	6002828	5986308	5998924	5988173	5962180	5944337	6134049	6112913	6115443
41	100	6344174	6316642	6338886	6328267	6317806	6324391	6313669	6372797	6383336	6371454
41	1000	6256258	6260085	6245635	6276428	6239444	6231542	6202328	6335713	6338936	6341868
41	10000	6180700	6156736	6158177	6178519	6128236	6113934	6100287	6304138	6257257	6256815
41	100000	6102600	6118316	6084627	6088441	6089640	6061696	6057258	6219359	6219984	6202837
41	1000000	6065711	6053376	6053688	6043763	6030244	6018051	6018460	6211214	6182994	6153143
42	100	6402351	6397763	6383643	6384369	6388109	6379678	6386533	6421856	6418018	6413508
42	1000	6286785	6289390	6311795	6306535	6296072	6271277	6276870	6412247	6371241	6367769
42	10000	6248309	6204478	6197238	6207262	6194873	6206788	6166676	6324183	6302197	6321167
42	100000	6153086	6144261	6139965	6167661	6120935	6110883	6109738	6279967	6281737	6260798
42	1000000	6112867	6116088	6102077	6108320	6074681	6093990	6047091	6233605	6214208	6229897
43	100	6354760	6349300	6302697	6340829	6302752	6348010	6309066	6378136	6378813	6391224
43	1000	6258197	6265723	6246490	6272140	6270599	6239563	6223531	6339460	6332842	6339530
43	10000	6180785	6180662	6174122	6155035	6167266	6145186	6144612	6272072	6270452	6278378
43	100000	6120587	6096395	6095251	6105190	6076702	6081249	6056719	6203646	6212297	6202139
43	1000000	6067973	6070498	6059874	6054643	6045657	6023497	6017132	6197487	6167048	6179527
44	100	6280553	6284586	6276590	6249949	6244801	6289625	6261556	6312389	6326149	6327416
44	1000	6198646	6210055	6205394	6189375	6172801	6169552	6175234	6258166	6283801	6260496
44	10000	6122310	6122888	6100446	6106628	6083798	6098457	6067840	6210762	6228135	6212337
44	100000	6051860	6034002	6065732	6027126	6025040	6003953	5998865	6175455	6152676	6144327
44	1000000	5999150	6010248	6008926	5990306	5979117	5975349	5954711	6149176	6120988	6124847
45	100	6373866	6366695	6330561	6369034	6381049	6345888	6356935	6416580	6410175	6393768
45	1000	6270530	6265759	6266905	6290295	6268770	6243500	6240330	6375825	6382687	6359032
45	10000	6197538	6193400	6184132	6190078	6187673	6144770	6135436	6309743	6277202	6325378
45	100000	6128326	6134012	6094214	6114405	6109438	6094206	6070610	6232363	6230865	6230790
45	1000000	6093822	6086226	6087996	6066516	6057767	6054872	6020920	6221296	6166485	6182709
46	100	6299003	6293763	6294766	6285051	6295295	6289783	6280829	6336858	6331236	6343746
46	1000	6228307	6239072	6223356	6175600	6213710	6201650	6199720	6297209	6282176	6298314
46	10000	6133913	6137639	6128796	6112400	6115084	6100272	6060861	6271568	6230683	6214421
46	100000	6060277	6072801	6047124	6051970	6036493	6044352	6014851	6197370	6184798	6153230
46	1000000	6042855	6044465	6007953	5996064	6006531	6001366	5975753	6150552	6144426	6121624
47	100	6433029	6442925	6413000	6401940	6437071	6437419	6398524	6444905	6446558	6465467
47	1000	6364684	6353795	6351345	6331018	6353008	6299219	6339683	6417746	6424731	6422824
47	10000	6287341	6272857	6286234	6249798	6252003	6256341	6217085	6384812	6374744	6367876
47	100000	6194323	6200513	6178226	6184896	6179641	6161267	6146070	6341673	6296659	6281923
47	1000000	6175245	6147897	6157844	6134766	6130453	6110080	6119240	6283076	6264373	6260346
48	100	6353577	6332221	6341633	6307922	6349607	6348161	6315856	6374182	6371947	6378587
48	1000	6279609	6261316	6261357	6253226	6230918	6215990	6244036	6316230	6335112	6322475
48	10000	6190742	6179766	6156396	6174098	6148054	6150694	6130361	6307086	6261134	6274175
48	100000	6105406	6126788	6112112	6093153	6079562	6075534	6063962	6231112	6210235	6220848
48	1000000	6069240	6078714	6060328	6052658	6057049	6041930	6031509	6203656	6183947	6160200
49	100	6397017	6371682	6348203	6412295	6375092	6361847	6380018	6396640	6396188	6380726
49	1000	6295175	6283402	6282552	6271940	6282601	6269538	6252967	6392891	6368199	6375954
49	10000	6215405	6209849	6196367	6193722	6171312	6177567	6155182	6307374	6309044	6296633
49	100000	6127969	6143730	6138957	6112463	6115804	6132628	6078310	6235254	6244357	6227209
49	1000000	6097319	6098927	6098651	6085535	6081590	6077535	6057977	6231408	6206663	6212050
50	100	6288819	6289542	6294219	6281326	6307936	6258787	6274657	6329635	6325183	6322030
50	1000	6207529	6195651	6191824	6206589	6189213	6186016	6178107	6288868	6271428	6270095
50	10000	6125695	6124963	6125423	6118995	6108352	6093421	6073385	6243753	6204612	6218365
50	100000	6073251	6044407	6048758	6034888	6053187	6011465	5986902	6207699	6174105	6169628
50	1000000	6021325	6022773	6011997	6003350	6006739	5992569	5973211	6150075	6117152	6134126
51	100	6321414	6312789	6276862	6295514	6283125	6281436	6336714	6340726	6319962	6345185
51	1000	6224260	6211560	6217973	6223857	6209394	6190231	6184002	6308912	6316203	6280354
51	10000	6137501	6163496	6129035	6116882	6110194	6091916	6095752	6266194	6249799	6224796
51	100000	6073191	6074310	6077383	6054197	6049090	6028675	6013848	6198570	6172003	6183382
51	1000000	6043937	6035866	6017600	6008484	6010191	6007836	5983045	6167577	6154669	6143641
52	100	6354807	6401375	6345170	6384102	6348344	6362232	6357929	6407675	6389646	6405644
52	1000	6290946	6293178	6265294	6272374	6272776	6254204	6234486	6341303	6367985	6368988
52	10000	6208264	6208210	6186429	6196797	6159053	6186088	6154963	6296568	6284820	6300425
52	100000	6144773	6144529	6118572	6092519	6105612	6105263	6076032	6262737	6225378	6248727
52	1000000	6105643	6094838	6072705	6087237	6081548	6071029	6039564	6239060	6206086	6211389
53	100	6357865	6358400	6343081	6339149	6350800	6361695	6333821	6399417	6373631	6391852
53	1000	6297356	6242994	6269995	6270486	6248560	6249790	6238447	6353636	6344986	6353873
53	10000	6185452	6215528	6179294	6169376	6163110	6152208	6145080	6315061	6282727	6286510
53	100000	6141732	6130732	6121622	6107920	6122574	6075726	6068685	6235903	6226796	6211798
53	1000000	6087178	6072410	6075568	6078522	6057120	6045309	6041328	6214685	6197448	6183955
54	100	6366225	6380748	6358775	6351017	6372119	6370793	6348893	6412164	6399012	6380600
54	1000	6301614	6297443	6299929	6258710	6273420	6266875	6268082	6342268	6387286	6344471
54	10000	6201772	6223831	6196415	6193802	6190347	6182416	6156397	6331492	6313575	6300443
54	100000	6133960	6110855	6129955	6125935	6130415	6102594	6086903	6273344	6243170	6240352
54	1000000	6109488	6079624	6104936	6079989	6060744	6054689	6067280	6237435	6220077	6205248
55	100	6301769	6290264	6315064	6293961	6310466	6337245	6320453	6366350	6344360	6363354
55	1000	6248705	6253157	6247312	6240531	6209614	6224963	6212471	6299905	6323265	6306894
55	10000	6142737	6133265	6134061	6137074	6113490	6111855	6102345	6274544	6235294	6235570
55	100000	6101270	6091936	6079892	6059796	6064184	6031537	6021359	6201940	6188746	6158728
55	1000000	6065585	6018131	6035943	6031453	6009499	6017762	5983624	6176792	6147777	6142336
56	100	6420122	6421603	6441548	6427350	6417676	6415724	6428061	6484429	6455399	6471332
56	1000	6345563	6360208	6333886	6345545	6334847	6344218	6307274	6439494	6432877	6434919
56	10000	6272443	6269195	6267222	6259009	6236427	6248646	6235264	6366195	6383834	6372942
56	100000	6209756	6178827	6188468	6190111	6175320	6157454	6130459	6321737	6286841	6311712
56	1000000	6174300	6151177	6137178	6146921	6144025	6134798	6102934	6303776	6259755	6251660
57	100	6348761	6283872	6315630	6302296	6295169	6304425	6295934	6333021	6339166	6340187
57	1000	6251801	6228460	6231973	6217205	6223463	6213780	6193763	6292233	6308852	6316880
57	10000	6168420	6169384	6117346	6133607	6125684	6118163	6092671	6264512	6234651	6239174
57	100000	6088337	6075208	6058561	6070598	6057784	6036623	6010166	6211424	6194701	6161163
57	1000000	6031435	6032844	6036651	6018810	6018049	6000340	6001398	6173090	6140083	6145280
58	100	6288084	6276801	6285954	6255844	6278946	6264003	6258786	6321866	6306684	6316639
58	1000	6195941	6190322	6188753	6209733	6179346	6183239	6187785	6279886	6282647	6267991
58	10000	6115009	6109206	6106739	6115711	6079513	6083338	6053099	6243943	6187400	6198962
58	100000	6062458	6042933	6048254	6050946	6011476	6003244	6006464	6184569	6130995	6141107
58	1000000	5998539	5999546	5978010	5986667	5995810	5975507	5968489	6128622	6121983	6118075
59	100	6353626	6331380	6313507	6330383	6355740	6304215	6307688	6359622	6347833	6352453
59	1000	6248624	6243124	6244256	6248466	6218263	6214540	6198539	6328360	6317584	6336993
59	10000	6158497	6155362	6155130	6149400	6139807	6122275	6098557	6282360	6267420	6264000
59	100000	6117181	6109062	6091166	6084632	6086185	6060164	6049935	6251719	6203120	6209636
