MEANS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	6363611.78	6369547.44	6368867.56	6367653.33	6365055.00	6369476.44	6368932.89	6372751.22	6373354.11	6367322.78	6370650.33	6361138.89
10	6283652.00	6292344.67	6288707.44	6288565.56	6285781.11	6287179.56	6286499.33	6290849.11	6292445.89	6323480.56	6319592.33	6318354.56
100	6170992.33	6174337.00	6163234.67	6162908.56	6160191.78	6147852.67	6138027.44	6130446.67	6115529.00	6270122.22	6248389.56	6246245.11
1000	6092058.89	6089831.78	6083730.33	6071484.67	6072017.89	6066381.11	6056068.78	6050039.44	6037326.67	6207277.78	6193596.11	6184811.89

STDEVS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	48748.03	45263.93	46963.32	47619.97	47279.31	46787.92	40423.77	47802.95	49153.76	51072.08	45930.07	48309.26
10	48696.25	45537.99	51972.18	48863.85	48688.11	46439.05	43400.96	52127.01	46313.87	51419.42	40917.09	45432.38
100	53210.44	40966.02	46699.92	41824.48	47251.00	44458.36	39060.15	46910.73	50274.06	47333.99	46615.91	42975.53
1000	42073.04	45331.24	39980.37	48023.25	41039.92	45526.08	51592.12	47916.30	46672.82	48524.45	46745.19	47303.25
