Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6368558	6356592	6362257	6350601	6372179	6372866	6349447	6368834	6377378	6345855	6362991	6364245
1000	10	6294536	6278976	6288466	6291146	6299782	6296382	6293165	6297892	6301153	6319433	6331826	6319531
1000	100	6209621	6193573	6177003	6175714	6163180	6169752	6157542	6151418	6120222	6272690	6275400	6260906
1000	1000	6115915	6127392	6108644	6091530	6095179	6106443	6083607	6067111	6051987	6216998	6218503	6196483
1001	1	6292519	6269899	6278213	6278946	6284556	6293924	6280948	6285702	6285618	6284512	6292327	6295206
1001	10	6222606	6205149	6211723	6213801	6213739	6223486	6210840	6213656	6221238	6255654	6252160	6260910
1001	100	6110461	6114043	6110407	6100295	6103164	6086688	6089441	6076677	6052287	6193194	6198679	6176670
1001	1000	6057748	6038144	6039606	6024981	6030891	6021502	6004450	6008164	5984130	6145110	6117303	6128237
1002	1	6389456	6409461	6397458	6401561	6389344	6391541	6400454	6403890	6398644	6408130	6397497	6401038
1002	10	6311741	6332690	6318429	6332995	6321342	6312168	6328241	6330172	6337627	6348617	6353930	6353220
1002	100	6212113	6225543	6201655	6197496	6205356	6205123	6171560	6176249	6145499	6284035	6305041	6300458
1002	1000	6147534	6144012	6150367	6125946	6132371	6125333	6108022	6101137	6071327	6238622	6248083	6240425
1003	1	6317157	6331273	6319422	6332019	6331989	6326854	6320514	6329877	6332301	6332905	6330121	6331842
1003	10	6262602	6251012	6247132	6260954	6246197	6248453	6247605	6253603	6260767	6289840	6282925	6291376
1003	100	6164562	6161855	6143510	6151883	6138245	6132043	6113504	6108664	6101378	6257953	6240064	6217192
1003	1000	6090397	6096209	6062639	6062741	6046833	6032197	6028252	6057456	6015488	6177778	6171322	6166182
1004	1	6435109	6450656	6431443	6434677	6456234	6448585	6448297	6441169	6455745	6441852	6446628	6447281
1004	10	6371907	6378229	6363654	6370349	6370785	6381120	6381121	6379387	6391547	6401682	6419877	6394322
1004	100	6273068	6257955	6270044	6269057	6254749	6245497	6244275	6231685	6222874	6353568	6361879	6353572
1004	1000	6212171	6207167	6183882	6195765	6156061	6155552	6167330	6142369	6119007	6326211	6299141	6269836
1005	1	6412358	6413206	6415092	6379912	6394793	6407083	6395179	6408600	6417234	6407296	6415219	6414270
1005	10	6338980	6333685	6343669	6322978	6320167	6332339	6321559	6332051	6353968	6377255	6356491	6358841
1005	100	6237810	6221890	6231835	6226346	6214598	6183068	6193870	6188962	6182367	6299711	6316252	6287207
1005	1000	6145946	6144974	6146344	6142108	6133939	6131840	6120724	6106761	6084089	6258350	6235072	6254699
1006	1	6348203	6304947	6351455	6349357	6346081	6350824	6339745	6337196	6352105	6351420	6347222	6339429
1006	10	6272780	6252505	6293133	6281124	6268995	6277305	6273121	6277140	6289178	6294993	6302369	6305316
1006	100	6177012	6175661	6179311	6164429	6158334	6141656	6146964	6127809	6112770	6254581	6223970	6240513
1006	1000	6099749	6089228	6102926	6097723	6078710	6061582	6053434	6046578	6052642	6194943	6186021	6191877
1007	1	6377188	6388387	6377926	6371494	6359441	6388535	6366610	6381311	6370147	6385893	6385073	6358739
1007	10	6314622	6314015	6317324	6302076	6305909	6307410	6296968	6310935	6315433	6325073	6337436	6319353
1007	100	6212153	6211825	6211379	6185870	6187734	6192691	6169474	6159953	6147317	6283662	6282401	6256674
1007	1000	6129100	6131264	6119568	6132764	6109010	6120853	6094992	6073592	6071548	6216061	6197201	6202486
1008	1	6387946	6390077	6394466	6390881	6396748	6381347	6379017	6375567	6399716	6373279	6388945	6389741
1008	10	6315833	6317413	6323439	6312229	6332250	6307019	6313524	6316749	6327443	6350827	6344747	6344177
1008	100	6219288	6209621	6207572	6202087	6193980	6185500	6187801	6167624	6151287	6309844	6299011	6298256
1008	1000	6147392	6127870	6134009	6133263	6120025	6114945	6110541	6103883	6082826	6246960	6230275	6228124
1009	1	6367967	6368182	6371616	6371451	6375187	6375365	6367323	6372598	6351576	6365757	6367764	6350028
1009	10	6295849	6293925	6292552	6314434	6300495	6288769	6296282	6300311	6289956	6321403	6325422	6317817
1009	100	6208695	6189345	6180871	6182309	6181148	6170782	6136124	6143866	6138640	6279876	6277061	6247308
1009	1000	6121675	6122846	6099955	6107840	6089194	6076773	6086363	6061219	6044274	6204653	6200254	6191626
