Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6355218	6340492	6360829	6357263	6355277	6362037	6344469	6368800	6362514	6377589	6374858	6375297
1000	10	6291568	6273021	6277236	6288732	6286156	6285779	6263173	6294870	6289593	6327923	6318814	6322667
1000	100	6190290	6181361	6179930	6172148	6144316	6148416	6142577	6126701	6117424	6263111	6242347	6261192
1000	1000	6108003	6102618	6062546	6080195	6084589	6084487	6082692	6056305	6025780	6193633	6191915	6186199
1001	1	6282520	6290560	6276032	6266358	6288736	6278259	6291034	6294616	6305903	6289745	6293195	6301443
1001	10	6210316	6218320	6209857	6205376	6210838	6198761	6217041	6213163	6222145	6243145	6247946	6251958
1001	100	6111573	6106317	6094064	6093327	6075899	6082132	6067289	6064783	6056883	6195183	6163203	6195139
1001	1000	6041217	6031732	6026738	6025638	6007164	5988079	5985182	5973461	5959293	6134260	6093772	6098168
1002	1	6392673	6396581	6373972	6398428	6399565	6393418	6396728	6398616	6402889	6409191	6391837	6375650
1002	10	6328009	6317985	6312314	6325811	6312824	6324235	6321547	6317781	6334753	6357330	6342888	6344935
1002	100	6230317	6199099	6202760	6199671	6198360	6187508	6183711	6142132	6155651	6265403	6287920	6292565
1002	1000	6132371	6117346	6122101	6109629	6115286	6118335	6089726	6085765	6067133	6229075	6217020	6198373
1003	1	6319584	6331102	6322315	6337647	6320134	6328707	6336191	6335198	6322949	6330014	6320186	6326387
1003	10	6250838	6253993	6238443	6248365	6261190	6241092	6244659	6258560	6253009	6280998	6285275	6268922
1003	100	6126727	6135769	6127333	6109978	6125325	6114192	6096647	6093150	6064255	6211508	6218881	6198456
1003	1000	6053158	6029433	6065411	6030676	6030730	6054233	6020302	6022379	6014187	6163778	6140373	6130690
1004	1	6445716	6452662	6433597	6455702	6441248	6442641	6451779	6449355	6447081	6443345	6437450	6445667
1004	10	6371517	6365557	6372471	6358315	6376877	6374354	6370783	6368901	6378089	6403161	6401104	6399619
1004	100	6260124	6275681	6261856	6250076	6253737	6236222	6210835	6208307	6211262	6354514	6336415	6350093
1004	1000	6175363	6208493	6174849	6176702	6176333	6150569	6149442	6136268	6124073	6280937	6261700	6291480
1005	1	6405908	6400337	6402841	6402057	6391127	6405265	6415141	6411816	6407677	6411553	6415092	6387863
1005	10	6327155	6329117	6334710	6333270	6329029	6316380	6330394	6335158	6325305	6354736	6357582	6367945
1005	100	6216884	6217083	6204144	6201359	6190309	6187567	6170818	6172400	6166928	6307090	6268153	6270923
1005	1000	6149863	6137247	6136563	6124464	6127971	6107385	6101308	6090752	6064356	6259070	6245973	6232214
1006	1	6348292	6329672	6349523	6336150	6350302	6349481	6353073	6354570	6339080	6335773	6335120	6360530
1006	10	6269041	6264138	6272436	6266223	6264117	6271537	6269975	6279033	6277308	6307374	6301121	6292364
1006	100	6166583	6159289	6164887	6157451	6151103	6138926	6134173	6125707	6092516	6260681	6238283	6253075
1006	1000	6088661	6081349	6082855	6075406	6070216	6056282	6069819	6051763	6027363	6214576	6185909	6192017
1007	1	6369072	6391634	6375349	6381913	6362726	6379214	6373601	6364285	6380303	6371102	6378146	6371763
1007	10	6304711	6304737	6304770	6300259	6299703	6299765	6294710	6291654	6305710	6335526	6329835	6317526
1007	100	6197203	6204946	6172548	6189724	6181996	6173569	6131417	6138588	6138518	6276254	6271605	6264286
1007	1000	6113408	6134703	6124633	6103967	6101353	6083697	6072302	6065008	6060185	6221555	6223212	6208658
1008	1	6395103	6398039	6389377	6383440	6387718	6388983	6406684	6397246	6396785	6396556	6394557	6386037
1008	10	6313669	6308086	6316413	6311429	6312790	6305831	6321836	6325350	6331985	6352227	6332834	6348506
1008	100	6208844	6185540	6200630	6205527	6204850	6162976	6155532	6152236	6157315	6284487	6267993	6295131
1008	1000	6128943	6113393	6117303	6119366	6126212	6118805	6082387	6074785	6065647	6256860	6229498	6221162
1009	1	6368916	6367620	6362656	6366757	6378364	6358428	6365669	6369651	6367084	6362472	6336657	6361220
1009	10	6294255	6293104	6297525	6281192	6286454	6282473	6295532	6296802	6292930	6317668	6302251	6323832
1009	100	6198682	6188158	6172476	6174616	6148385	6170655	6146867	6129198	6125653	6261692	6257656	6262923
1009	1000	6100040	6106830	6104074	6097317	6091068	6093635	6059935	6056490	6039653	6225258	6196048	6179855
