Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6360571	6367445	6366729	6351944	6366787	6370752	6369199	6365845	6362857	6369159	6366339	6359085
1000	10	6311684	6302107	6310848	6290988	6298191	6312670	6314090	6307394	6305115	6327713	6332024	6334683
1000	100	6227406	6221131	6205001	6199615	6188309	6191722	6182595	6167881	6178849	6285545	6313547	6266559
1000	1000	6143130	6138472	6134807	6137536	6123784	6115089	6090323	6096754	6100129	6230307	6215966	6200903
1001	1	6292726	6282059	6291271	6285138	6287331	6295174	6287192	6294183	6267886	6282599	6292650	6293606
1001	10	6239186	6235276	6234718	6229641	6227276	6227774	6222696	6231269	6231407	6251789	6256728	6261783
1001	100	6157871	6139340	6137143	6140613	6137095	6112035	6119496	6099716	6078666	6205462	6200015	6233642
1001	1000	6071259	6073730	6073228	6054261	6048609	6036725	6044936	6018570	5979381	6173038	6129613	6119139
1002	1	6389952	6395237	6373724	6403060	6398988	6403935	6398073	6399767	6398056	6400306	6380230	6392134
1002	10	6342918	6338433	6334930	6327820	6339459	6320761	6340138	6347112	6349625	6374800	6358182	6357515
1002	100	6253988	6260486	6245875	6249648	6232069	6220173	6208138	6206377	6197865	6321334	6300808	6319678
1002	1000	6188087	6168954	6148836	6172642	6172685	6153309	6142765	6112359	6109756	6252758	6266444	6235797
1003	1	6319988	6310412	6326807	6325001	6333690	6328812	6323005	6303617	6326166	6328584	6327361	6336855
1003	10	6258780	6258953	6277798	6262928	6265838	6274862	6274825	6265057	6270226	6303654	6273149	6276063
1003	100	6184515	6174082	6178654	6169088	6170779	6153618	6148854	6147545	6117861	6251112	6242990	6239345
1003	1000	6104501	6092307	6073660	6093480	6104112	6085279	6080866	6055274	6033496	6201125	6169402	6187030
1004	1	6434441	6446845	6450958	6452440	6437230	6456582	6440355	6454440	6442586	6459328	6444639	6436137
1004	10	6385145	6387031	6395083	6398915	6376263	6404355	6373527	6393334	6395003	6428805	6401314	6414148
1004	100	6304245	6285527	6296878	6293983	6282223	6268276	6262238	6252006	6246164	6378274	6339801	6365242
1004	1000	6217693	6214370	6214735	6220202	6203322	6209285	6184321	6168494	6155610	6350395	6293373	6317283
1005	1	6417324	6419137	6402861	6382227	6394358	6397259	6395141	6409036	6405402	6415999	6391875	6400726
1005	10	6358244	6355400	6354143	6345083	6342811	6339382	6338822	6355671	6356017	6375336	6364407	6362078
1005	100	6266935	6267929	6238400	6240719	6221084	6232061	6217990	6192533	6201060	6342970	6349867	6332838
1005	1000	6185715	6195200	6147059	6177338	6173162	6156572	6142412	6119592	6097920	6249510	6283012	6252481
1006	1	6350628	6354698	6348021	6339605	6340132	6351093	6358640	6347177	6350144	6336995	6353296	6351546
1006	10	6294872	6295929	6294584	6296980	6284059	6291502	6294907	6293720	6291110	6329583	6320268	6310892
1006	100	6208974	6190162	6199228	6194717	6177743	6179612	6171983	6159146	6145339	6278484	6268429	6269035
1006	1000	6155710	6129285	6129792	6121688	6098349	6089441	6069739	6060909	6064702	6240850	6182780	6226803
1007	1	6382847	6380924	6379420	6384727	6393585	6373034	6383917	6386641	6386138	6374904	6375799	6378626
1007	10	6322073	6321854	6308341	6317169	6326791	6316032	6334764	6322825	6333495	6350111	6350927	6348846
1007	100	6240466	6221928	6213734	6221918	6213448	6204939	6218759	6187795	6186123	6301648	6292189	6298658
1007	1000	6160004	6156623	6152715	6143442	6143532	6139328	6115705	6089527	6097718	6252518	6239992	6239596
1008	1	6401212	6398519	6406695	6396235	6397280	6402691	6391534	6402145	6392727	6390939	6387415	6375481
1008	10	6340435	6345180	6339526	6340397	6333131	6335407	6329685	6333583	6338724	6361090	6357145	6341060
1008	100	6245853	6248552	6243905	6219002	6231860	6222830	6212048	6214132	6195268	6317598	6323445	6309174
1008	1000	6169002	6173686	6173668	6153292	6167147	6148084	6141043	6119795	6110640	6255232	6251970	6239614
1009	1	6369440	6362019	6362825	6359260	6360458	6372538	6355119	6357206	6370928	6364168	6355964	6357275
1009	10	6314010	6301559	6299462	6296538	6301305	6295059	6300518	6301389	6324091	6321326	6336113	6321784
1009	100	6230140	6214370	6217481	6198078	6205177	6200736	6193239	6169299	6158188	6283025	6297930	6290011
1009	1000	6147963	6141435	6143762	6152431	6127885	6114225	6100331	6090013	6084283	6201398	6218752	6215980
