MEANS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	6356110.22	6364079.89	6363091.78	6362872.33	6366305.89	6369696.67	6368058.33	6363159.33	6358236.67	6369874.67	6366942.22	6370350.22
10	6266818.78	6269123.78	6271612.22	6268928.67	6274351.11	6272421.33	6273366.22	6277670.00	6272860.00	6315087.11	6304346.33	6307501.56
100	6143210.78	6144273.78	6136108.67	6130399.89	6133023.00	6122584.00	6113421.78	6099217.67	6089280.22	6243124.22	6225383.11	6218727.78
1000	6059958.11	6052797.44	6051015.56	6047822.44	6037537.67	6044702.89	6037757.33	6029626.44	6033803.33	6206194.44	6190889.67	6169021.78

STDEVS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	48066.02	45535.52	51871.78	49403.86	50552.68	46660.74	52176.18	53723.67	52292.89	45146.25	44223.54	48356.82
10	49721.26	45524.83	50901.63	49639.39	51908.29	44035.14	49078.93	50275.69	51885.16	43044.83	46897.66	45702.91
100	40632.75	42033.48	46008.49	54763.43	45451.25	55695.69	42955.60	50261.01	49445.84	43541.09	50194.34	47732.53
1000	47665.35	47278.74	46432.86	54117.44	49705.93	51087.56	49992.52	51185.21	47359.70	47625.54	41053.48	48717.05
