Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6371977	6365925	6374566	6365133	6364086	6368311	6361375	6359834	6381370	6363232	6368192	6360507
1000	10	6318382	6301571	6323819	6305173	6317969	6325454	6316059	6324668	6333346	6344587	6340973	6331227
1000	100	6240528	6239973	6252750	6236060	6219037	6215719	6207660	6175891	6184512	6292388	6291717	6296753
1000	1000	6165638	6162173	6170584	6133222	6142540	6123557	6118267	6114481	6078673	6227306	6229412	6242040
1001	1	6292493	6298844	6288065	6301865	6300385	6286730	6288821	6282670	6292332	6287414	6281646	6291989
1001	10	6247157	6241492	6236379	6242665	6248152	6241642	6244926	6235035	6236848	6251964	6256961	6259829
1001	100	6175873	6160078	6151326	6148796	6137411	6156285	6139682	6110043	6098355	6218198	6221628	6197261
1001	1000	6112815	6064015	6063036	6062672	6048762	6062432	6047615	6023931	6019487	6163649	6167299	6154973
1002	1	6391034	6403246	6395828	6401170	6399607	6397782	6406135	6402917	6409867	6378172	6381712	6393601
1002	10	6350357	6352697	6341912	6351813	6347771	6352715	6350912	6345366	6363540	6355623	6367261	6379400
1002	100	6280609	6256581	6258742	6278168	6247090	6237153	6236621	6232931	6221997	6324166	6334323	6329476
1002	1000	6184844	6177143	6164404	6171828	6174086	6170179	6145959	6129889	6129431	6278095	6291304	6256245
1003	1	6326380	6323311	6320621	6339042	6333151	6334472	6331208	6330721	6341169	6327379	6336403	6338007
1003	10	6278629	6279319	6279349	6290819	6275257	6280937	6277939	6279745	6292820	6293306	6309435	6294459
1003	100	6185360	6205772	6196756	6178325	6194558	6172962	6172457	6147479	6157371	6265028	6256548	6255631
1003	1000	6130740	6115501	6125049	6097024	6088574	6083901	6073736	6063530	6066137	6214639	6183782	6179407
1004	1	6436973	6452587	6455687	6449471	6459238	6442015	6437079	6448294	6446956	6434812	6445033	6447634
1004	10	6387077	6403896	6401927	6392063	6400689	6404404	6395981	6411346	6394290	6424700	6422236	6423662
1004	100	6318567	6310910	6329963	6315389	6289111	6282410	6288651	6282935	6262829	6373059	6398044	6385577
1004	1000	6236398	6235341	6210905	6227608	6219150	6219343	6219488	6202219	6190652	6320940	6332005	6306840
1005	1	6407799	6402403	6381612	6399651	6406368	6426172	6413188	6421972	6401270	6407289	6415616	6407487
1005	10	6356068	6358124	6345980	6353025	6361436	6363755	6372353	6372878	6358136	6382939	6383462	6359518
1005	100	6260074	6290055	6262859	6277545	6250587	6244272	6244054	6238381	6221628	6344266	6344313	6332876
1005	1000	6203172	6214297	6183466	6181016	6188764	6154418	6172000	6142461	6149519	6257398	6271803	6288739
1006	1	6361350	6338310	6358053	6341777	6352849	6355655	6353068	6353107	6357962	6356290	6351055	6356933
1006	10	6302629	6302960	6310396	6294797	6292422	6299751	6299158	6308832	6309297	6333258	6328236	6335705
1006	100	6232712	6223808	6218822	6222886	6208201	6192079	6192828	6192587	6160988	6281676	6301697	6276163
1006	1000	6167783	6141573	6143992	6121408	6145204	6117248	6106760	6107839	6069641	6243062	6221010	6239511
1007	1	6387381	6381430	6361727	6375225	6393957	6387527	6396840	6384678	6373497	6366148	6380593	6386578
1007	10	6339624	6333089	6325064	6327926	6330161	6346706	6348098	6331337	6328558	6332795	6347714	6358525
1007	100	6245795	6233271	6246325	6246820	6221654	6242208	6214380	6217670	6198957	6314775	6315281	6323484
1007	1000	6171643	6170550	6155050	6158473	6146684	6156285	6126371	6133902	6103586	6240405	6260689	6254314
1008	1	6389618	6368027	6398480	6390099	6400385	6394534	6391247	6406805	6409675	6402498	6409595	6401285
1008	10	6345907	6330731	6353687	6339551	6343546	6343442	6348387	6357916	6346169	6372039	6376346	6374142
1008	100	6280362	6267870	6264662	6259359	6240560	6232130	6235683	6211092	6209236	6302247	6327560	6317639
1008	1000	6175791	6180170	6190640	6164363	6135035	6179977	6153079	6142620	6126963	6246632	6276153	6263443
1009	1	6369347	6375576	6366699	6350409	6374529	6374702	6373061	6361318	6370357	6370793	6371699	6372697
1009	10	6329249	6328170	6319337	6313023	6329496	6335359	6329141	6318288	6328613	6342810	6348831	6334028
1009	100	6222609	6240072	6232852	6221653	6232044	6213264	6220440	6199371	6202618	6281473	6300179	6291836
1009	1000	6165162	6176857	6132315	6141592	6126749	6152581	6126134	6121988	6097058	6237538	6197482	6201123
