Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6354773	6360372	6337125	6350416	6370899	6355534	6365730	6364008	6366457	6359903	6342823	6358831
1000	10	6257745	6273610	6257605	6257536	6265979	6276720	6273196	6281584	6281337	6307825	6295487	6311488
1000	100	6148713	6145808	6145833	6130940	6116872	6126045	6110597	6108002	6082645	6250870	6205603	6214590
1000	1000	6061585	6059965	6049925	6051080	6029729	6038576	6024711	6047063	6044854	6214731	6178888	6154444
1001	1	6271170	6286124	6270493	6265310	6269521	6286144	6271703	6281889	6278916	6291992	6289489	6284807
1001	10	6179762	6189692	6190746	6165966	6182088	6189268	6183386	6203998	6184668	6244573	6218198	6231095
1001	100	6072793	6071750	6053279	6021919	6055087	6017129	6041316	6008397	6000704	6173609	6132705	6150735
1001	1000	5971350	5988634	5969631	5943092	5949018	5971941	5942352	5959279	5946473	6135466	6115081	6086774
1002	1	6379206	6378609	6389938	6389230	6395861	6397490	6393950	6381399	6386526	6389868	6394110	6398569
1002	10	6293958	6285159	6314550	6310631	6304031	6290438	6292992	6301993	6292464	6339550	6345844	6327080
1002	100	6163066	6173704	6166442	6147372	6132239	6143486	6120999	6126077	6113853	6260292	6248693	6246494
1002	1000	6093871	6076292	6060739	6071319	6069292	6076986	6046327	6053072	6050874	6239198	6223098	6202720
1003	1	6308381	6318169	6322840	6325561	6322438	6325529	6322930	6302284	6298022	6323732	6315968	6328694
1003	10	6218908	6233506	6229706	6229477	6216900	6234869	6229292	6223044	6216676	6268784	6255303	6269024
1003	100	6098793	6099744	6086359	6089992	6100027	6084480	6072523	6060954	6042383	6199436	6169528	6145589
1003	1000	6016496	5998881	6000074	5999562	6007023	5990491	5995281	5981934	6001993	6153414	6137458	6106625
1004	1	6431787	6447424	6456740	6437801	6439309	6444056	6459501	6463689	6437895	6452695	6434334	6445955
1004	10	6347893	6350691	6366617	6330170	6356248	6342544	6357374	6367991	6353231	6394971	6369890	6372495
1004	100	6206029	6216303	6204595	6216457	6220134	6208483	6184477	6184931	6175357	6309984	6304566	6296842
1004	1000	6135221	6146482	6130745	6129932	6119848	6122958	6121188	6132848	6118755	6289379	6247213	6249469
1005	1	6398338	6387405	6390474	6392833	6409333	6406936	6382008	6395886	6403880	6388570	6385524	6414466
1005	10	6302091	6303520	6285036	6296350	6313367	6307954	6296257	6318468	6312123	6326751	6311950	6357660
1005	100	6179543	6168259	6174499	6168902	6157772	6169670	6141879	6140911	6116134	6282645	6255257	6251945
1005	1000	6091194	6076531	6077163	6080077	6061056	6085363	6059258	6058391	6047036	6226067	6210026	6181347
1006	1	6333856	6347062	6337269	6336366	6350660	6345892	6351876	6345965	6316837	6353770	6346850	6357756
1006	10	6243535	6255476	6252177	6245534	6256854	6253371	6259504	6250729	6244678	6295845	6283954	6279059
1006	100	6135886	6133518	6130202	6109698	6109184	6088486	6101029	6075218	6072379	6220124	6209854	6205752
1006	1000	6037356	6026420	6033854	6018445	5994862	6002204	6018451	5996967	6028309	6199254	6185264	6155766
1007	1	6372152	6368913	6362563	6373823	6366332	6374152	6379025	6356763	6387551	6373945	6368092	6368270
1007	10	6268877	6267052	6268162	6282334	6279131	6276365	6282518	6276219	6304723	6324057	6303749	6314084
1007	100	6134093	6149124	6134305	6144028	6130970	6113796	6118308	6098830	6101713	6268765	6237830	6226689
1007	1000	6066910	6051628	6055364	6073266	6032532	6049906	6058188	6038053	6041384	6227148	6204110	6174420
1008	1	6364834	6383302	6382152	6386645	6391608	6383060	6394874	6390667	6366042	6384908	6398763	6389837
1008	10	6292179	6287447	6290856	6293052	6291072	6289252	6300860	6296555	6287839	6326897	6339496	6335097
1008	100	6163561	6150776	6152999	6156279	6157262	6153710	6149338	6106366	6103474	6256978	6243943	6225575
1008	1000	6069061	6066512	6074296	6064617	6066095	6082128	6065674	6038540	6062384	6216506	6198653	6185632
1009	1	6345268	6359711	6355357	6358282	6351691	6364011	6356658	6349892	6348461	6369392	6369350	6344798
1009	10	6254166	6249571	6246660	6266844	6269469	6267731	6258113	6260033	6259338	6314356	6310733	6281920
1009	100	6135133	6135286	6122298	6118952	6134532	6124016	6090927	6091275	6077525	6216285	6226072	6218929
1009	1000	6058164	6043797	6057274	6050092	6038113	6020349	6033097	6007554	6007022	6169318	6197104	6178443
