Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6359818	6341575	6338597	6357118	6346294	6360211	6367481	6362689	6346803	6357731	6360679	6346181
1000	10	6290181	6279117	6263455	6258482	6278003	6287648	6291354	6284955	6272357	6329750	6308870	6316638
1000	100	6185448	6181204	6169710	6154791	6151325	6147701	6148473	6127010	6103009	6254364	6262560	6241739
1000	1000	6097383	6071375	6078877	6079422	6079044	6075273	6057815	6059478	6036749	6217933	6169448	6193679
1001	1	6281358	6270955	6272923	6287710	6286698	6282024	6295046	6281248	6277036	6290645	6281382	6287353
1001	10	6198758	6206017	6206638	6206240	6207196	6205989	6199457	6196346	6207445	6251319	6228829	6227913
1001	100	6074418	6095535	6099164	6083363	6077416	6067573	6047798	6048982	6026258	6181252	6142683	6158479
1001	1000	6021183	5988853	6007617	5999289	5985807	5999718	5971582	5967705	5983556	6132701	6099527	6091766
1002	1	6400517	6386859	6387749	6399900	6380785	6397806	6387247	6392500	6383333	6391044	6384823	6394863
1002	10	6315540	6296779	6309699	6323228	6307920	6305970	6314939	6310726	6307740	6348701	6347366	6346406
1002	100	6210152	6192534	6182201	6184499	6168219	6173190	6174712	6153159	6134310	6251072	6284322	6280308
1002	1000	6116784	6107026	6110038	6084981	6099612	6097414	6080065	6061042	6061517	6222511	6229473	6220232
1003	1	6321206	6330850	6326175	6330426	6321205	6326130	6327340	6317563	6325285	6304390	6333512	6331507
1003	10	6254589	6244165	6253295	6239669	6249785	6246835	6259915	6242789	6254696	6267170	6282518	6271513
1003	100	6142865	6127033	6132745	6120409	6118146	6107803	6095946	6081976	6079157	6208947	6194754	6198318
1003	1000	6067135	6058265	6030757	6019720	6027827	6013213	5999221	6004891	5978313	6150856	6131660	6150042
1004	1	6433036	6452996	6444766	6454654	6440873	6454397	6451210	6439638	6420515	6438497	6449533	6454009
1004	10	6342472	6368590	6366010	6367892	6368024	6376525	6378450	6358960	6356691	6405212	6391807	6402961
1004	100	6246787	6249297	6246797	6231509	6232564	6229706	6223884	6203693	6192008	6353626	6333633	6332631
1004	1000	6177650	6171645	6146265	6169077	6166887	6148537	6152460	6133693	6121585	6287867	6266402	6274133
1005	1	6397627	6405579	6402463	6407292	6401123	6404448	6390096	6406557	6420495	6393272	6385940	6392025
1005	10	6313723	6306179	6327725	6331867	6323876	6335774	6318752	6316232	6345496	6350603	6333227	6342961
1005	100	6206537	6207542	6186537	6184239	6175899	6191094	6162398	6170186	6148156	6284745	6285150	6268121
1005	1000	6129857	6131226	6109035	6111840	6072545	6110414	6094450	6070867	6080399	6232814	6210547	6215784
1006	1	6356592	6342270	6345553	6348046	6351470	6343980	6339012	6349796	6344956	6343464	6348224	6340521
1006	10	6252551	6270247	6263280	6265707	6264898	6255400	6256560	6281011	6267244	6295658	6306047	6278157
1006	100	6144558	6164723	6143135	6146652	6140227	6128509	6136269	6120871	6098331	6243203	6243550	6227264
1006	1000	6068811	6070437	6051985	6050704	6041393	6054473	6038360	6038589	6016412	6217619	6187721	6160401
1007	1	6377005	6372236	6386182	6367417	6366113	6380910	6381698	6382131	6379784	6366894	6371815	6376511
1007	10	6303765	6298219	6288280	6291390	6279288	6300497	6310060	6302594	6308842	6330285	6310672	6305572
1007	100	6189564	6179754	6189535	6166306	6167038	6168736	6159731	6138532	6127375	6255386	6229179	6242920
1007	1000	6109909	6112213	6097301	6080372	6071176	6060566	6076485	6061252	6043001	6209107	6193764	6197864
1008	1	6375885	6385030	6391508	6391330	6380687	6388901	6380625	6400969	6386794	6398053	6398067	6379209
1008	10	6316016	6304583	6320573	6305935	6297823	6308949	6306744	6328270	6320296	6351076	6337790	6335902
1008	100	6191468	6180722	6194609	6202091	6184671	6173146	6163588	6148951	6136529	6277962	6264352	6275571
1008	1000	6114986	6114253	6113348	6111275	6094025	6095130	6092411	6065409	6056347	6219952	6219685	6218473
1009	1	6345419	6354459	6360426	6352893	6369241	6345921	6365723	6367771	6358099	6367136	6371755	6351352
1009	10	6274079	6286802	6271681	6283990	6279230	6271512	6282169	6290678	6277593	6311053	6312362	6320699
1009	100	6174218	6170405	6167456	6159500	6152914	6152699	6139390	6114624	6116589	6257657	6238426	6236141
1009	1000	6076733	6076958	6087892	6086470	6072888	6059321	6061457	6052665	6035577	6197554	6180085	6180279
