MEANS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	6368311.33	6369611.56	6374515.44	6367288.00	6366780.33	6371570.00	6367997.33	6377210.78	6370310.56	6364826.56	6374959.44	6368518.22
10	6305681.33	6303963.00	6308861.00	6304010.78	6302814.89	6307724.22	6307969.00	6313310.33	6308537.11	6334496.67	6331683.11	6336506.11
100	6215019.78	6211065.89	6205064.78	6196571.00	6198205.67	6189977.67	6182101.89	6169854.56	6152677.11	6283316.33	6277707.89	6279701.78
1000	6139307.33	6127752.11	6127802.11	6122176.44	6113950.67	6111882.11	6092583.56	6084230.00	6062664.00	6227270.89	6213912.22	6220578.11

STDEVS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	46815.75	49942.23	47781.25	45061.40	49372.04	49392.85	47623.46	46343.25	53604.75	46704.24	44772.59	43384.84
10	46723.20	49126.14	47597.57	43939.84	45153.35	50964.68	48396.52	46979.78	53774.56	52431.13	48882.96	48409.36
100	47729.66	43203.06	46938.01	47276.31	53949.75	51179.60	48534.71	46882.44	42288.45	44079.33	50698.90	49994.88
1000	46762.91	44040.58	45846.87	55911.85	42977.68	55147.47	45659.18	45940.09	44833.37	47656.69	53725.33	46421.84
