Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
78	10	6276976	6280654	6284077	6266013	6271926	6274898	6259119	6272748	6283659	6316253	6325753	6299447
78	100	6128815	6137236	6118516	6132087	6113970	6111310	6125822	6068521	6107300	6262436	6231188	6226243
78	1000	6066997	6055820	6056133	6054402	6048839	6030863	6041252	6012551	6001619	6204466	6183028	6154356
78	10000	6009811	6015419	5996555	6027783	6031570	6005947	6017012	5990973	5994032	6169291	6160934	6142611
79	1	6472777	6489610	6476647	6466484	6485577	6474720	6482790	6492453	6501102	6483994	6488385	6489917
79	10	6386431	6405718	6385022	6374302	6406376	6378655	6387842	6389889	6417763	6443188	6408432	6434396
79	100	6257963	6264055	6237893	6260062	6235688	6242188	6233537	6211842	6212931	6380006	6335927	6349914
79	1000	6151137	6159834	6177973	6170373	6149045	6163446	6138832	6148996	6147282	6327202	6284151	6282334
79	10000	6123641	6124370	6144775	6125020	6105827	6150630	6105564	6145622	6122900	6293359	6274507	6261634
80	1	6334008	6325103	6326676	6330392	6332092	6319895	6321747	6321440	6338817	6337241	6341115	6343975
80	10	6246397	6236853	6231301	6249007	6238198	6222014	6219841	6231644	6256184	6276455	6285197	6258382
80	100	6112346	6108403	6102023	6098116	6083011	6084829	6052446	6061936	6065172	6212763	6215831	6185599
80	1000	6024545	6006630	6011034	6022008	6017895	6005730	5983740	5970534	5990946	6159777	6160732	6118525
80	10000	5971686	5973984	5970231	5976919	5989256	5993471	5971555	5961562	5959779	6143724	6126817	6095430
81	1	6347650	6351615	6355892	6350440	6355341	6368863	6371240	6365164	6357656	6365589	6356738	6358831
81	10	6262890	6253125	6258516	6261142	6255371	6271144	6271594	6256857	6272503	6298453	6307879	6305642
81	100	6119423	6143521	6127869	6126462	6117052	6104958	6111611	6099124	6083558	6241571	6228115	6192698
81	1000	6042314	6066055	6028061	6036030	6031942	6029146	6027606	6015727	5999252	6194465	6181671	6176134
81	10000	6002448	6020476	6011473	6004179	6011040	6011338	5997077	5996963	5992048	6157789	6181671	6133176
82	1	6314882	6334214	6325703	6310899	6314716	6324050	6327719	6314754	6317275	6295398	6331223	6333491
82	10	6221833	6245651	6241910	6217005	6217445	6220736	6242739	6222507	6235977	6251061	6273919	6273186
82	100	6081273	6094634	6090898	6077905	6083633	6070539	6074322	6049424	6046798	6199126	6183131	6173071
82	1000	6009423	6021914	6017459	6008235	6000515	5986181	5985254	5998503	5990296	6166119	6143900	6136327
82	10000	5978224	5977083	5975395	5982221	5978027	5961751	5953203	5964904	5953579	6133735	6130846	6108220
83	1	6331723	6325032	6327721	6333064	6340524	6337776	6338223	6351349	6345047	6343555	6344735	6342465
83	10	6241376	6234775	6237776	6239646	6241563	6232718	6242895	6261776	6265907	6306246	6290118	6295765
83	100	6109695	6105970	6113440	6103424	6108019	6078641	6095410	6073544	6071122	6246139	6198821	6191762
83	1000	6009991	6028462	6034039	6012248	6027048	6005647	6001570	5987778	6001311	6193177	6146435	6148639
83	10000	5977944	5992515	6005666	5975343	5992862	5987635	5978348	5964071	5972051	6158590	6123009	6104417
84	1	6384686	6361184	6365610	6366431	6365023	6371534	6349455	6365960	6369359	6363992	6372401	6373676
84	10	6276098	6278030	6261623	6270341	6270993	6281849	6257308	6276008	6295300	6317270	6307278	6303756
84	100	6154320	6168534	6131046	6138637	6122242	6097351	6114510	6094966	6099622	6270897	6234385	6236932
84	1000	6058273	6068088	6081589	6051671	6053751	6053374	6041440	6015400	6034826	6213900	6172879	6185524
84	10000	6019274	6033731	6026959	6001072	5998342	6016876	6015805	6011263	6028409	6188542	6153741	6160519
85	1	6380565	6378970	6392586	6366515	6400764	6382675	6382859	6402986	6390790	6379562	6385710	6375869
85	10	6314834	6279117	6298850	6274777	6299178	6292299	6292168	6304634	6298330	6340186	6329874	6338132
85	100	6164511	6156271	6161902	6149008	6129834	6151417	6130176	6102322	6118838	6263197	6257043	6267691
85	1000	6069886	6084343	6069790	6084113	6030763	6061748	6056478	6035088	6027792	6209871	6223365	6194693
85	10000	6022183	6024563	6048674	6052435	6003201	6023239	6027113	6018514	6010174	6183590	6198972	6167613
86	1	6332921	6321184	6346810	6329063	6351562	6330148	6340529	6344718	6339056	6339899	6309306	6340474
86	10	6260399	6242181	6247585	6252282	6261151	6249835	6253662	6249163	6247995	6304590	6280511	6286749
86	100	6119966	6119494	6104732	6117294	6106040	6091020	6099737	6083224	6073943	6228429	6181220	6174739
86	1000	6023289	6023340	6031067	6011721	6027647	6019709	6016196	6016412	6015880	6174186	6140817	6115591
86	10000	5995151	5995077	6001534	5987146	5989709	5999095	5990286	5991420	5985582	6124191	6124113	6104367
87	1	6451799	6421313	6450702	6456401	6441197	6440837	6441940	6452620	6438416	6446666	6443220	6450269
87	10	6360526	6340709	6353390	6353280	6344278	6338689	6336742	6368555	6369117	6403249	6376718	6384149
87	100	6226856	6213061	6237855	6213172	6200650	6178624	6191031	6183174	6181893	6330379	6297940	6310332
87	1000	6139854	6126319	6135282	6134237	6114101	6117663	6122770	6094310	6109309	6284082	6257721	6260049
87	10000	6100270	6111193	6101664	6092327	6083620	6098556	6081619	6089856	6102778	6258205	6233793	6214427
88	1	6357810	6374990	6375023	6374609	6362880	6371159	6376671	6373642	6381730	6362381	6369338	6368899
88	10	6286685	6278304	6261518	6265448	6277523	6273175	6277320	6291048	6302427	6321538	6311979	6298571
88	100	6138321	6151929	6150667	6145414	6130004	6131008	6095082	6087197	6118793	6263750	6225359	6200974
88	1000	6053075	6060156	6059322	6046733	6048842	6048252	6039885	6039460	6048951	6224978	6193206	6149627
88	10000	6012025	6013950	6035300	6024127	6002495	6017898	6028660	6004844	6012758	6199774	6182947	6130498
89	1	6319521	6313074	6322380	6312894	6325747	6325541	6312874	6316198	6309294	6329970	6318820	6327865
89	10	6234323	6212383	6230517	6228180	6229770	6226381	6219721	6221467	6225884	6281578	6264938	6254695
89	100	6099945	6073244	6091748	6092641	6092691	6051735	6067917	6073588	6051235	6203490	6188374	6166581
89	1000	6032205	6006583	5994717	6001406	6015182	5992415	5994608	6000776	5985649	6170498	6157595	6137150
89	10000	5980533	5973621	5973014	5966176	5986815	5982056	5983167	5977514	5979752	6120663	6114752	6088706
90	1	6377131	6361144	6369701	6372545	6363405	6371473	6370499	6361899	6375579	6378836	6381579	6371038
90	10	6271576	6285317	6284630	6267422	6278209	6281095	6288009	6269203	6292002	6354419	6317160	6315152
90	100	6153732	6156318	6133590	6145931	6137689	6118221	6128953	6101412	6106698	6255182	6228126	6236819
90	1000	6047987	6053823	6064416	6036502	6051570	6044478	6048628	6043750	6036256	6219387	6183072	6199486
90	10000	6014908	6005661	6030198	6030653	6002004	6029614	6036040	6020881	6014076	6176529	6154961	6156874
91	1	6270384	6255385	6268921	6273527	6273588	6261359	6257190	6275799	6274746	6277453	6272685	6272583
91	10	6189075	6168382	6171464	6177579	6184331	6166574	6176676	6167434	6179134	6224468	6195328	6207144
91	100	6056163	6023827	6031239	6028024	6027638	6030082	6035622	6001930	6007341	6166584	6114397	6142255
91	1000	5947629	5957097	5947114	5948555	5947369	5932891	5950020	5942619	5919454	6094199	6071628	6055046
91	10000	5939482	5922309	5919732	5915140	5903611	5896114	5909876	5913651	5915324	6074831	6064106	6044018
92	1	6427010	6442529	6438583	6452192	6433113	6427271	6453342	6455633	6447149	6454616	6444016	6444047
92	10	6360857	6363682	6355114	6368238	6349649	6344051	6358585	6367073	6363251	6386485	6392405	6384429
92	100	6218573	6219518	6226875	6223098	6220983	6194991	6207319	6178716	6179061	6327433	6307057	6301318
92	1000	6169064	6143176	6139529	6134903	6137120	6115234	6117093	6098777	6118985	6258079	6275735	6245610
92	10000	6103546	6112378	6094941	6086302	6113335	6087024	6085387	6079534	6102304	6238637	6239361	6226573
93	1	6384037	6380712	6340842	6384577	6375461	6381180	6381832	6394671	6401942	6359718	6393129	6370581
93	10	6296999	6279764	6260618	6289154	6283020	6292517	6289685	6298073	6320478	6327545	6318834	6310685
93	100	6157795	6152077	6138305	6148915	6144050	6126867	6126399	6108871	6127625	6265689	6232322	6219093
93	1000	6083363	6072690	6058371	6067291	6076531	6049950	6027398	6042961	6054877	6225187	6194366	6180651
93	10000	6056160	6032688	6038433	6031547	6038315	6019657	6026875	6020618	6027300	6199520	6194366	6150634
94	1	6381603	6387234	6369800	6372171	6376569	6375125	6381305	6392187	6388568	6379492	6380763	6369728
94	10	6296562	6293633	6282850	6268464	6285454	6286809	6279008	6303719	6286774	6341171	6318890	6313244
94	100	6154501	6166331	6150220	6136691	6130447	6130779	6115498	6118349	6117605	6274251	6235437	6231280
94	1000	6080181	6083624	6072213	6076395	6052314	6038436	6058443	6029582	6035681	6216928	6199317	6171050
94	10000	6034115	6039426	6036532	6029360	6013705	6027702	6030347	6027407	6023663	6183950	6185772	6147469
95	1	6434358	6424611	6425297	6420972	6434648	6422961	6432010	6427291	6438532	6415914	6430740	6436513
95	10	6345796	6317295	6334573	6333341	6330489	6331633	6352534	6344335	6337141	6368590	6380247	6374000
95	100	6202438	6204138	6194239	6203180	6203434	6180943	6170658	6147324	6146813	6318790	6281928	6282691
95	1000	6122982	6115496	6091681	6105884	6108646	6106129	6107833	6086076	6079271	6256491	6219247	6232007
95	10000	6073439	6077907	6066307	6079562	6079619	6074310	6078766	6069851	6047700	6218709	6212779	6200639
96	1	6317410	6331533	6338834	6327166	6333952	6322726	6336890	6336479	6336748	6337592	6331174	6332247
96	10	6232341	6244282	6243832	6248635	6241239	6222170	6251233	6235915	6251191	6277463	6276877	6270473
96	100	6119952	6115952	6104895	6099928	6094942	6089580	6083061	6067646	6073768	6214624	6192788	6178271
96	1000	6022736	6037014	6021006	6004631	6001410	6001871	5999566	6010222	5982612	6189137	6146652	6107402
96	10000	5985088	5965663	5981582	5970063	5982099	5982625	5951145	5971562	5967511	6174218	6135325	6095520
97	1	6416035	6420908	6416164	6429521	6416404	6388153	6425888	6413499	6414743	6423797	6416875	6404834
97	10	6328873	6341224	6313013	6326736	6321320	6294419	6318149	6324946	6326238	6387068	6345726	6356543
97	100	6194513	6213602	6178991	6180627	6156216	6157985	6155910	6160133	6139606	6325556	6276672	6262829
97	1000	6108965	6093314	6105676	6084552	6090315	6095943	6078882	6086575	6078648	6274707	6229290	6215433
97	10000	6070749	6055197	6067144	6070854	6052871	6066899	6060647	6058434	6055363	6215747	6200387	6195214
98	1	6474224	6456980	6469774	6462427	6471860	6478899	6472120	6474922	6478533	6467903	6477128	6468482
98	10	6387690	6373769	6360483	6373287	6380154	6391416	6370880	6373532	6396230	6425236	6422985	6419094
98	100	6233558	6248871	6250752	6247840	6228544	6225802	6208682	6194630	6203031	6357876	6330698	6319679
98	1000	6161796	6156324	6155429	6157274	6138603	6146030	6148098	6131449	6124644	6307187	6293067	6260165
98	10000	6112861	6103026	6104603	6130141	6122821	6111494	6114789	6115212	6106539	6269832	6273770	6232574
99	1	6325002	6327686	6324787	6335129	6348018	6334600	6338317	6330869	6329596	6349925	6318391	6326493
99	10	6240502	6243528	6249158	6245168	6250817	6251677	6250312	6244777	6249781	6293957	6286617	6261502
99	100	6097483	6114803	6086629	6092029	6075864	6102926	6079585	6070962	6049431	6218907	6169961	6176858
99	1000	6026146	6026699	6013479	6002670	6031157	6000927	5994618	5983502	5998024	6161763	6143972	6142669
99	10000	5994157	5997269	5983304	5978732	6016948	5980307	5967106	5949981	5973513	6145211	6137874	6123089
100	1	6273788	6301352	6305493	6301871	6297063	6315004	6295314	6296788	6307939	6307967	6294190	6300920
100	10	6198362	6209199	6206637	6211198	6214255	6212018	6199495	6207672	6216067	6253252	6235642	6245136
100	100	6093307	6080329	6057887	6080032	6057945	6069705	6038997	6041710	6038135	6172977	6140740	6162709
100	1000	6000645	5991698	6011337	5982168	5979062	5981665	5975361	5963603	5951334	6140398	6098586	6122012
100	10000	5943531	5957789	5943532	5951530	5947773	5938032	5936868	5931047	5942896	6091695	6088538	6059256
