Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6353072	6369118	6355008	6353604	6366281	6363329	6361367	6345764	6367904	6356206	6367847	6366313
1000	10	6279365	6289190	6284659	6284383	6279472	6277234	6285186	6273868	6298187	6288900	6314453	6320939
1000	100	6158092	6172832	6154443	6163338	6154515	6137876	6142289	6126791	6112924	6246245	6239660	6267429
1000	1000	6095340	6095783	6099239	6090971	6058801	6074460	6064437	6044220	6041763	6195091	6170706	6189354
1001	1	6280822	6289927	6290004	6287670	6283930	6285458	6287957	6272762	6290055	6282865	6289678	6284008
1001	10	6211029	6217876	6209532	6209738	6210114	6211684	6205821	6211504	6213430	6260637	6233253	6232876
1001	100	6099020	6111784	6089705	6084225	6090674	6075366	6063106	6038180	6035472	6175790	6155731	6177418
1001	1000	6023697	6016566	6032034	6012397	6000390	6003565	5982450	5967522	5956636	6112375	6092450	6111580
1002	1	6378526	6392297	6392599	6382384	6397075	6397588	6395329	6388856	6403332	6396620	6397892	6398066
1002	10	6313667	6318358	6312867	6314980	6317746	6315940	6319430	6314528	6322112	6359190	6341523	6346260
1002	100	6199580	6212857	6201637	6182109	6180428	6164757	6159390	6142035	6128141	6299497	6280869	6282896
1002	1000	6123060	6113350	6129098	6107140	6100545	6096947	6086402	6077858	6074769	6211033	6215978	6209928
1003	1	6316866	6323917	6316663	6298552	6327358	6320455	6328106	6346284	6321759	6322268	6331255	6328241
1003	10	6235875	6249426	6240943	6242106	6251679	6244786	6260097	6254425	6250217	6271280	6285355	6277048
1003	100	6123051	6130698	6118188	6128423	6100444	6113957	6106238	6076328	6073527	6243047	6199921	6235810
1003	1000	6059128	6030073	6043828	6033430	6029512	6016842	6016153	6009651	6016473	6199425	6142168	6149735
1004	1	6449972	6436011	6436783	6443078	6452937	6445977	6438567	6433601	6441538	6443916	6450005	6448224
1004	10	6378368	6363339	6362164	6356204	6353620	6379402	6363554	6365005	6375592	6411210	6398914	6405221
1004	100	6270193	6244092	6228659	6256301	6235812	6221991	6207136	6204094	6185249	6348108	6337578	6346325
1004	1000	6177404	6184657	6182545	6172065	6149617	6152485	6135197	6141533	6129546	6283687	6263672	6272876
1005	1	6399668	6403502	6378761	6399562	6393875	6401515	6408081	6405218	6414253	6395329	6390655	6408439
1005	10	6342216	6317517	6307095	6341580	6313781	6313912	6316455	6326519	6325431	6364355	6348873	6362484
1005	100	6213845	6212103	6195557	6207495	6217818	6177481	6164299	6158044	6153411	6295171	6281460	6284028
1005	1000	6129423	6119530	6118923	6118186	6119259	6116777	6094235	6096302	6079424	6224343	6222336	6228587
1006	1	6347783	6354466	6351384	6348525	6350388	6344749	6344990	6353123	6354159	6347249	6340378	6350764
1006	10	6266421	6267789	6260018	6267013	6272569	6273908	6265001	6271665	6288830	6307139	6305822	6302997
1006	100	6153351	6156123	6146445	6138546	6145592	6138823	6119446	6120280	6102922	6246052	6225366	6238291
1006	1000	6080514	6069782	6076792	6055151	6062799	6065489	6044928	6034171	6020711	6190279	6174670	6181545
1007	1	6386282	6374260	6371070	6380370	6367494	6373652	6379819	6373983	6391406	6396181	6377583	6381961
1007	10	6306172	6299374	6300537	6309956	6301218	6289935	6297051	6289097	6316350	6348223	6334134	6333835
1007	100	6181152	6196041	6182062	6180175	6162628	6158209	6150322	6131130	6145040	6261628	6247161	6253350
1007	1000	6111393	6096488	6090881	6103657	6074202	6094858	6080670	6056419	6057346	6224116	6193331	6198943
1008	1	6385730	6389874	6388620	6385845	6399657	6389255	6388188	6402248	6382109	6384947	6390635	6377347
1008	10	6307727	6307994	6324157	6313436	6311979	6313384	6307214	6312360	6313757	6354833	6347507	6329032
1008	100	6213904	6195332	6199484	6183100	6189677	6170477	6173893	6167009	6142537	6298920	6283967	6266749
1008	1000	6132246	6114361	6110554	6116237	6102876	6114232	6089846	6077849	6071512	6246763	6194666	6221474
1009	1	6364621	6360928	6351993	6355964	6367881	6362466	6368467	6370567	6369440	6365227	6355525	6361559
1009	10	6294344	6287200	6289202	6279147	6270056	6279283	6295948	6293616	6286887	6309331	6307760	6311728
1009	100	6182400	6165663	6159899	6171030	6144192	6144453	6159398	6134049	6115129	6231686	6261820	6235031
1009	1000	6094354	6100285	6072018	6092632	6089970	6089707	6086970	6050870	6055738	6192400	6188987	6178028
