MEANS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	6367807.78	6369464.67	6364208.56	6364661.11	6371177.22	6369012.78	6371056.00	6371849.11	6374227.89	6370511.33	6369289.56	6370956.56
10	6295091.00	6292097.00	6289612.78	6292684.44	6289195.78	6291359.33	6292285.67	6293191.00	6299178.44	6331799.78	6322571.22	6322386.78
100	6181832.89	6180521.44	6169070.67	6170156.00	6163029.44	6151723.78	6144803.11	6130127.67	6120158.67	6266655.44	6252652.56	6257766.44
1000	6103468.78	6093899.11	6095185.89	6090099.44	6081018.89	6083433.56	6068539.00	6056908.33	6051350.56	6209380.11	6187584.22	6194744.00

STDEVS
Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1	48882.71	43655.57	43313.43	48748.03	48309.51	47695.06	45172.37	46055.40	46905.03	47607.12	46265.46	47635.04
10	51452.44	42809.66	46206.61	47344.63	42629.00	47852.74	44603.57	44365.81	46863.85	48420.15	46767.20	49713.94
100	51600.74	42672.70	44568.21	49182.95	48891.73	41292.64	42386.05	49008.28	44992.78	50067.14	53446.38	46230.57
1000	45213.96	50465.66	46234.03	48915.07	45606.39	47849.17	46201.46	50457.23	48783.73	46804.16	48949.36	46915.26
