Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6362000	6375088	6364644	6366689	6384354	6371086	6373511	6367127	6373108	6355890	6371794	6372547
1000	10	6328764	6340081	6328291	6333417	6327916	6336448	6333850	6325811	6340096	6342200	6346441	6352344
1000	100	6256532	6259684	6270061	6266187	6242732	6231752	6221937	6254194	6230288	6307993	6311109	6319888
1000	1000	6186804	6178457	6172140	6189885	6170249	6171250	6156812	6130469	6111418	6256688	6231246	6264021
1001	1	6284204	6294607	6294753	6298934	6288175	6290444	6302288	6293545	6291737	6288140	6297455	6271256
1001	10	6254425	6255412	6251661	6260250	6262038	6261428	6254381	6258610	6260930	6275579	6280312	6255050
1001	100	6181304	6196657	6185228	6179659	6190400	6167658	6172460	6146744	6152281	6236240	6244572	6236695
1001	1000	6106165	6102026	6096488	6088345	6101616	6083105	6070951	6051594	6042989	6175622	6171431	6192844
1002	1	6401696	6400534	6407413	6388050	6408046	6391404	6407379	6408684	6409344	6398974	6413356	6395323
1002	10	6356973	6373488	6372106	6352780	6366814	6356374	6367152	6377276	6377952	6371961	6386571	6375113
1002	100	6308980	6283002	6281178	6277222	6286585	6263661	6289054	6266462	6260131	6357285	6328164	6335372
1002	1000	6221267	6211911	6198149	6215943	6195340	6170923	6166931	6179534	6148192	6299709	6272212	6271576
1003	1	6341166	6310483	6334553	6320098	6325975	6327575	6320567	6334834	6326035	6330770	6309980	6333729
1003	10	6295511	6301398	6307853	6279846	6297317	6304028	6295911	6292782	6299441	6315462	6295083	6316804
1003	100	6222015	6224265	6228419	6210323	6210504	6207883	6223262	6178642	6196139	6284836	6277252	6256102
1003	1000	6152210	6144167	6139727	6114105	6140346	6132758	6120123	6102162	6077056	6209146	6222356	6178501
1004	1	6452697	6459527	6447273	6446488	6451532	6454889	6453494	6445872	6458943	6449314	6458497	6455496
1004	10	6412159	6416533	6409468	6408142	6415189	6398794	6425124	6398955	6418863	6434949	6418445	6423795
1004	100	6352155	6344246	6360226	6338385	6350953	6322249	6325635	6309374	6323426	6398633	6406817	6388408
1004	1000	6288046	6268181	6259925	6248357	6260667	6235959	6227591	6222319	6200774	6355353	6320191	6355651
1005	1	6413481	6412508	6392737	6420550	6398683	6425109	6397024	6404241	6417474	6408178	6398180	6419134
1005	10	6368991	6374341	6361951	6379274	6373317	6384021	6354696	6381193	6381300	6395312	6360689	6400351
1005	100	6311495	6308070	6308568	6287486	6291091	6264798	6282527	6274554	6246683	6339572	6337213	6368033
1005	1000	6231915	6224032	6213520	6200672	6198165	6189215	6176099	6169046	6150246	6287499	6279857	6290487
1006	1	6358003	6320743	6347423	6347554	6346104	6349371	6357583	6351935	6337190	6355682	6342459	6357221
1006	10	6327896	6300538	6333938	6318998	6313343	6313104	6326708	6335540	6307299	6326127	6331007	6333091
1006	100	6245688	6243643	6236772	6248966	6237822	6244691	6233465	6220266	6189254	6297649	6292800	6284042
1006	1000	6182098	6165670	6146879	6150336	6144732	6125602	6112670	6126352	6108362	6264850	6245993	6240343
1007	1	6398511	6379991	6389684	6400180	6375904	6384139	6381907	6384928	6387769	6383710	6369584	6387334
1007	10	6352838	6349185	6357221	6360896	6361008	6359019	6343992	6356479	6347066	6362177	6357045	6375525
1007	100	6289642	6298189	6271294	6275179	6271857	6258769	6261099	6261038	6258407	6303948	6341061	6329219
1007	1000	6196141	6209335	6190777	6178613	6178192	6175874	6154874	6138198	6137734	6275941	6257154	6262535
1008	1	6400250	6397806	6396564	6388250	6400769	6400324	6410244	6400702	6405408	6400661	6395361	6396768
1008	10	6355223	6366471	6363814	6373707	6363990	6364644	6364042	6367148	6367779	6368006	6372313	6375601
1008	100	6308113	6281144	6275717	6268302	6278462	6254446	6274094	6261770	6244248	6344471	6330318	6354931
1008	1000	6199749	6193171	6194287	6178900	6199171	6166584	6158319	6168148	6154361	6267075	6291768	6276436
1009	1	6343695	6366759	6349298	6361920	6368486	6355048	6379078	6355362	6372994	6372574	6372364	6369906
1009	10	6325085	6332776	6333113	6322034	6338049	6339080	6340155	6329012	6341454	6340762	6358513	6342621
1009	100	6261009	6266697	6263123	6258383	6246089	6262027	6235005	6233019	6224310	6320395	6314717	6315350
1009	1000	6198325	6189053	6170249	6165407	6169373	6175539	6159624	6143489	6134528	6267131	6259184	6247774
