Instance	Generations	Cycle(10)	Cycle(9)	Cycle(8)	Cycle(7)	Cycle(6)	Cycle(5)	Cycle(4)	Cycle(3)	Swap	Insertion	Reversal	Scramble
1000	1	6365424	6361315	6360196	6359165	6362320	6358301	6362317	6356841	6353466	6359501	6356593	6345468
1000	10	6287246	6286758	6270221	6270973	6284007	6273034	6280542	6279087	6290092	6320773	6310490	6302609
1000	100	6170082	6156001	6163694	6151857	6143250	6126592	6142665	6128123	6109547	6251732	6226872	6236300
1000	1000	6082434	6083596	6093730	6094111	6067421	6063712	6055472	6042745	6028117	6225040	6174360	6182345
1001	1	6284617	6292967	6280962	6287117	6286089	6277350	6280751	6262438	6281652	6287736	6269319	6275241
1001	10	6202764	6205396	6198270	6198761	6213211	6190388	6197064	6188763	6202693	6250800	6243960	6244961
1001	100	6059742	6080246	6066996	6064655	6078597	6075184	6055010	6026727	6018345	6184411	6152292	6146428
1001	1000	6002618	6014675	6005577	5994123	5998417	5988012	5976848	5955817	5979819	6125685	6099396	6117997
1002	1	6396099	6386073	6393480	6391828	6395143	6402028	6393422	6385625	6389417	6405414	6376652	6400564
1002	10	6329396	6310495	6312660	6312437	6302340	6305619	6311426	6306775	6321918	6351890	6344485	6339222
1002	100	6184284	6179238	6199355	6193880	6169702	6169532	6163206	6134218	6139087	6277147	6267330	6268698
1002	1000	6121159	6109352	6115640	6109570	6100287	6106407	6075085	6063405	6039111	6227214	6214990	6218743
1003	1	6326872	6334680	6324007	6308366	6320580	6337586	6325089	6328273	6347686	6313983	6314264	6310784
1003	10	6240247	6231367	6241128	6226538	6239895	6233673	6248245	6242659	6248690	6280243	6270746	6282238
1003	100	6113192	6125701	6119105	6113112	6110186	6104048	6097052	6074339	6059570	6205344	6196619	6204161
1003	1000	6053983	6038458	6029211	6019120	6022416	5999349	6013663	6003256	6005262	6168110	6135987	6135553
1004	1	6442992	6437150	6450878	6436419	6444744	6451858	6432600	6447625	6450477	6450511	6437894	6457426
1004	10	6357103	6361590	6354205	6368704	6354990	6363737	6359324	6368864	6375540	6403877	6386069	6394137
1004	100	6235758	6254638	6241288	6240655	6220385	6222522	6215740	6209726	6187104	6335593	6315425	6322734
1004	1000	6175013	6184428	6146083	6157797	6150283	6151583	6144918	6118428	6107551	6264332	6253911	6270463
1005	1	6392806	6403556	6404148	6410985	6393875	6406005	6409689	6404445	6401557	6395182	6388306	6393683
1005	10	6312327	6329086	6326825	6317231	6322723	6311398	6319333	6324275	6319245	6360560	6339769	6343661
1005	100	6209710	6188712	6191413	6190067	6193944	6188042	6174410	6138880	6146636	6296858	6275020	6273169
1005	1000	6115379	6104704	6108818	6122774	6108551	6112808	6081675	6073870	6070825	6228794	6211975	6221360
1006	1	6344497	6326867	6351176	6334835	6344524	6342587	6334346	6349189	6343352	6352640	6345561	6324539
1006	10	6260153	6252739	6260353	6254114	6266456	6256935	6249596	6276377	6263175	6323849	6316382	6281047
1006	100	6145193	6156518	6145521	6130860	6124178	6121603	6100007	6109885	6092589	6265874	6215801	6219837
1006	1000	6057931	6060431	6051171	6047060	6063246	6042054	6032621	6019722	6028572	6201915	6153352	6171209
1007	1	6378579	6352763	6370225	6391171	6368118	6370280	6384585	6377259	6365739	6379171	6365298	6376368
1007	10	6289390	6285013	6291040	6287811	6294962	6292953	6295892	6297238	6286970	6318867	6306906	6321354
1007	100	6175932	6181067	6192803	6157756	6158199	6144256	6122065	6138959	6123893	6262505	6270416	6251991
1007	1000	6112105	6094799	6091137	6072039	6072631	6080761	6050541	6050654	6042967	6218294	6185663	6218585
1008	1	6394767	6372874	6382701	6369414	6378583	6382109	6399312	6398087	6387666	6387281	6395601	6389299
1008	10	6308244	6292218	6315040	6308772	6302055	6301812	6319726	6320151	6310973	6351061	6349436	6349120
1008	100	6181687	6185070	6191890	6176057	6174964	6143580	6151594	6149577	6134004	6283421	6268499	6278958
1008	1000	6111172	6112327	6102444	6101773	6082631	6089201	6070885	6065858	6059331	6229506	6216263	6212775
1009	1	6361218	6367452	6363129	6372837	6348856	6355899	6356113	6342302	6356086	6365286	6363836	6358290
1009	10	6290787	6288573	6287720	6286279	6280597	6276792	6281668	6263505	6277202	6305385	6317146	6306417
1009	100	6176155	6170766	6148490	6144434	6153622	6145200	6127798	6119037	6110382	6249192	6247452	6241172
1009	1000	6088852	6082002	6081272	6057078	6071473	6061073	6053579	6050752	6032790	6196228	6179194	6187288
